1,23.9
2,24
3,24
4,24
5,23.9
6,23.9
7,23.9
8,23.9
9,23.9
10,23.9
11,23.9
12,23.9
13,23.9
14,23.9
15,23.9
16,23.9
17,24.8
18,26.9
19,29.1
20,31.1
21,31.9
22,32.9
23,34
24,35.4
25,37.4
26,38.5
27,39.9
28,41
29,42
30,42.8
31,44.4
32,45.4
33,46.1
34,47
35,47.9
36,49
37,49.8
38,50.4
39,51
40,51.6
41,51.8
42,51.8
43,51.8
44,51.9
45,51.9
46,53.6
47,59.3
48,65.4
49,70
50,73.6
51,76.5
52,80.4
53,78.9
54,75
55,70.5
56,66.4
57,61.2
58,58.4
